,age,marital,ever_defaulted,housing_loan,Personal_loan,y
22086,34,0,0,1,0,1
14186,32,0,0,0,0,1
20635,30,0,0,0,0,1
5720,33,1,0,0,0,1
22291,48,1,0,1,0,0
20040,28,0,0,1,0,1
2001,43,0,0,0,1,0
3410,38,1,0,0,0,0
17986,53,0,0,1,1,0
20052,38,1,0,1,1,1
23636,44,1,0,0,0,0
15759,35,1,0,0,0,0
17341,36,1,0,1,0,0
19647,38,1,0,0,1,0
5222,58,1,0,0,0,0
13821,32,1,0,1,0,0
22549,44,1,0,1,0,0
3108,35,0,0,1,0,1
9061,34,0,0,1,0,0
850,54,1,0,0,0,1
16782,48,1,0,1,0,0
6498,37,0,0,0,0,0
30053,27,0,0,1,0,0
6145,37,1,0,1,0,0
3125,31,1,0,0,0,0
31307,39,1,0,1,1,1
16515,50,1,0,1,1,0
7209,29,0,0,0,0,0
27825,47,1,0,1,0,0
30034,59,0,0,1,0,1
4519,25,1,0,0,0,0
29423,36,0,0,0,0,0
31215,25,0,0,1,1,0
5210,35,1,0,1,1,0
1520,38,1,0,1,0,1
15980,38,0,0,1,0,0
25531,37,1,0,0,1,0
19326,30,0,0,1,0,0
3122,31,1,0,0,1,1
6112,38,1,0,0,0,1
4343,38,1,0,1,1,0
217,32,0,0,1,0,0
3441,32,1,0,1,0,0
1247,25,1,0,1,0,0
27252,30,1,0,0,0,1
9975,31,1,0,1,1,0
20526,32,0,0,0,0,0
2532,28,0,0,1,0,0
5394,57,1,0,0,1,0
20430,40,1,0,0,0,0
12957,49,1,0,0,0,0
9267,41,1,0,0,0,0
16197,58,1,0,1,0,0
20851,48,1,0,0,1,0
17956,37,1,0,1,1,0
29763,76,0,0,1,0,0
14909,33,0,0,1,1,0
27263,25,0,0,1,0,1
10130,29,1,0,0,0,0
11499,53,1,0,1,0,0
15772,32,1,0,0,0,0
14508,32,0,0,1,0,0
26848,39,1,0,1,0,0
29595,26,0,0,1,0,0
2208,41,0,0,1,0,0
26765,52,1,0,1,0,0
16177,52,1,0,1,0,0
21996,80,1,0,0,0,0
15315,30,1,0,1,1,0
2893,41,1,0,0,0,0
29735,21,0,0,1,0,1
10959,31,0,0,1,0,0
1815,40,1,0,0,0,0
5688,26,0,0,1,0,0
12659,42,1,0,1,0,0
14660,48,1,0,0,0,0
7212,42,1,0,1,0,0
12375,41,1,0,0,0,0
2602,31,1,0,0,0,0
21458,42,1,0,1,0,0
20826,54,1,0,0,0,0
14602,47,0,0,0,0,0
11747,38,0,0,0,0,0
6934,34,1,0,0,1,0
24669,33,1,0,0,0,0
5706,28,0,0,1,1,0
12351,46,1,0,0,0,0
8993,34,1,0,0,1,0
23615,30,1,0,0,0,0
17060,51,1,0,0,0,0
18724,37,1,0,0,0,0
3923,24,1,0,0,0,0
16071,38,1,0,1,0,0
12784,32,1,0,1,0,0
3050,33,1,0,1,0,0
2898,35,1,0,0,0,0
6427,39,1,0,1,0,0
3315,41,0,0,1,0,0
20091,32,0,0,1,0,1
6422,38,1,0,0,0,0
10628,26,1,0,1,0,0
31661,18,0,0,1,0,1
11836,36,1,0,1,1,0
7364,56,1,0,0,0,0
3508,36,0,0,1,0,0
16248,47,0,0,0,1,0
5148,40,1,0,1,0,0
6813,37,1,0,0,0,1
14682,34,1,0,1,1,0
1516,45,1,0,0,0,0
6480,37,1,0,0,0,0
16190,58,1,0,0,0,1
18136,36,0,0,1,0,0
13164,30,0,0,0,0,0
27555,22,0,0,1,0,0
2275,25,0,0,0,1,0
15923,59,1,0,0,0,0
14283,35,0,0,1,0,0
7554,36,1,0,1,0,0
17148,42,0,0,1,0,0
2406,31,0,0,1,0,0
19947,37,1,0,1,0,0
6562,39,1,0,0,0,0
6434,45,1,0,0,0,0
29939,29,0,0,0,0,0
5286,40,0,0,1,0,0
24464,34,0,0,0,0,1
22789,55,1,0,0,0,0
4246,32,1,0,0,0,0
18434,31,1,0,1,0,0
20545,37,1,0,1,0,0
19802,53,1,0,1,1,0
13082,42,1,0,1,0,0
19890,46,1,0,1,1,0
14118,39,0,0,1,1,0
2789,34,0,0,0,0,0
29268,34,0,0,0,0,1
10710,24,0,0,0,0,0
31666,52,1,0,0,0,0
8570,25,1,0,0,0,1
13486,47,1,0,0,0,0
30786,32,0,0,1,0,0
30659,34,0,0,1,0,1
10898,33,1,0,1,0,0
17739,50,1,0,0,0,0
28000,51,1,0,0,0,1
31218,33,1,0,0,0,1
16219,36,1,0,1,0,0
30744,24,0,0,1,1,0
11070,32,0,0,1,0,0
21208,56,1,0,0,0,0
16870,30,1,0,0,0,1
30352,61,1,0,1,1,1
26203,25,0,0,0,0,0
17462,41,1,0,1,0,0
22068,39,1,0,1,0,0
8604,25,0,0,0,1,0
6424,38,1,0,0,0,0
6916,60,0,0,1,0,0
30010,59,0,0,1,0,0
28524,49,0,0,0,0,0
22283,37,0,0,1,0,0
6366,30,0,0,1,0,0
8390,36,1,0,1,0,0
7755,34,0,0,1,1,0
14965,30,1,0,1,0,0
22392,42,1,0,1,0,0
3710,41,1,0,0,1,0
16895,43,1,0,0,0,0
10042,37,0,0,0,0,0
25655,42,1,0,1,1,0
8466,37,0,0,0,0,0
30582,69,0,0,1,0,0
19858,46,1,0,0,1,0
30585,33,1,0,1,1,0
6758,48,1,0,1,0,0
29712,74,0,0,1,1,0
9948,48,1,0,1,0,0
30365,45,0,0,0,0,1
1122,29,0,0,0,0,0
7751,36,1,0,0,0,0
24923,53,1,0,1,0,0
11444,39,0,0,0,1,0
18335,52,1,0,1,0,0
8136,29,0,0,1,0,0
8725,23,0,0,1,0,0
1959,35,1,0,1,1,0
7335,45,0,0,1,0,0
15609,31,0,0,1,1,0
11453,43,0,0,1,0,0
23082,37,1,0,1,0,0
17052,46,1,0,1,0,0
17538,34,1,0,1,0,0
10809,25,0,0,1,0,0
3732,31,0,0,1,0,0
11967,43,1,0,1,0,0
28709,52,1,0,1,1,1
27461,27,0,0,0,0,0
4296,32,1,0,0,0,0
5026,36,0,0,0,0,0
16904,46,1,0,1,0,0
11192,32,0,0,1,0,0
17914,31,0,0,1,0,0
17553,39,1,0,1,0,0
17050,50,1,0,0,0,0
8478,30,0,0,0,0,0
22910,42,0,0,1,1,0
30162,29,1,0,1,0,1
25946,43,1,0,1,0,0
26847,39,1,0,1,0,0
17561,39,1,0,1,0,0
31210,30,0,0,1,0,0
26036,41,0,0,0,0,1
21755,40,1,0,1,1,0
15498,31,0,0,1,0,0
26239,41,0,0,1,0,0
12754,44,0,0,1,1,0
23215,33,1,0,1,0,0
10505,33,0,0,1,0,1
9480,29,1,0,1,1,0
2900,38,1,0,1,0,0
17511,33,1,0,0,0,0
5883,40,1,0,0,0,0
13475,29,0,0,1,0,0
19813,39,0,0,0,0,1
18331,52,1,0,0,0,0
8057,38,0,0,1,0,0
19161,53,1,0,1,0,0
6872,41,1,0,0,0,0
18018,30,1,0,0,0,0
11961,43,0,0,1,1,0
12287,49,0,0,1,0,0
3286,50,0,0,0,0,0
4913,37,1,0,0,0,0
26207,34,1,0,1,1,0
24530,33,0,0,1,0,0
2903,37,1,0,1,1,0
16361,30,1,0,0,0,0
4579,36,1,0,0,0,0
27485,31,0,0,1,0,0
23273,43,1,0,1,0,0
31505,28,0,0,1,0,0
26169,24,0,0,0,0,0
27016,34,1,0,0,0,0
20758,45,1,0,1,0,0
18593,45,1,0,0,0,0
279,46,1,0,1,0,0
14475,34,0,0,1,0,1
12840,48,1,0,1,0,0
5777,53,0,0,1,0,0
1723,29,1,0,0,0,0
13205,46,1,0,0,0,0
11879,43,0,0,1,1,0
24021,34,0,0,0,0,0
2561,44,1,0,1,1,0
28498,55,1,0,0,0,0
17237,55,1,0,1,0,0
16004,37,1,0,0,0,0
27175,41,1,0,1,0,1
9994,34,0,0,1,1,0
13925,35,1,0,1,0,0
14702,31,0,0,0,0,0
18462,56,1,0,0,0,0
7484,33,0,0,0,0,0
278,37,1,0,1,0,0
28623,35,1,0,0,0,0
17016,30,1,0,1,0,0
29796,39,1,0,1,0,0
21257,22,1,0,1,1,0
736,28,0,0,0,0,0
13967,36,1,0,1,0,0
20752,70,1,0,0,0,1
9459,35,0,0,1,0,0
15725,55,0,0,0,0,0
17597,49,1,0,0,0,0
26003,39,1,0,1,0,0
24263,57,1,0,1,0,0
29416,52,0,0,0,0,1
30020,58,1,0,0,0,1
24458,42,1,0,0,1,0
2856,57,1,0,1,0,0
16098,32,1,0,1,1,0
24562,34,0,0,1,1,0
5732,36,1,0,0,1,1
1197,25,0,0,1,0,0
14578,33,1,0,1,0,0
10465,42,1,0,1,0,0
16413,33,1,0,0,0,0
8815,24,0,0,1,0,0
28043,40,0,0,0,0,0
10580,31,0,0,1,0,0
15645,32,1,0,1,0,0
14431,33,0,0,1,0,0
9841,34,0,0,0,0,0
12263,34,0,0,1,0,0
18648,45,0,0,1,0,0
13822,35,0,0,0,0,1
21994,36,1,0,0,0,0
18200,36,1,0,0,0,0
790,55,1,0,0,0,0
28928,38,1,0,1,0,0
31404,23,0,0,1,0,0
15530,29,0,0,1,1,0
6108,40,0,0,0,0,0
30679,55,1,0,0,0,1
17792,51,1,0,0,0,0
27136,31,0,0,1,0,0
13802,34,1,0,1,0,0
20859,27,0,0,1,0,0
24136,57,1,0,0,0,0
7594,49,1,0,1,0,0
7175,29,0,0,0,1,0
26710,46,0,0,1,1,0
15303,49,1,0,0,0,0
14181,58,1,0,0,0,0
20592,33,0,0,0,0,0
25869,29,0,0,1,0,0
250,30,0,0,0,0,0
26865,24,0,0,0,0,0
5679,23,0,0,1,0,0
5346,52,1,0,1,0,0
17230,55,0,0,1,0,0
900,29,0,0,0,0,0
7515,42,1,0,0,0,0
22082,49,1,0,1,0,1
9073,37,0,0,0,0,0
8227,29,1,0,1,1,0
1530,35,1,0,0,0,0
7932,30,1,0,1,0,0
4845,35,1,0,0,0,0
28454,35,0,0,0,0,1
27872,33,0,0,0,1,0
23804,27,0,0,1,0,0
6836,44,0,0,1,0,0
23315,40,1,0,1,0,0
23765,49,1,0,1,0,0
19050,40,1,0,1,0,0
4034,36,1,0,0,0,0
3387,55,1,0,1,1,0
18473,31,0,0,1,0,0
15494,55,1,0,1,0,0
20513,25,0,0,1,0,1
19930,53,1,0,1,0,0
21109,34,0,0,1,0,0
30996,47,1,0,0,0,1
7781,39,1,0,1,0,0
11309,53,1,0,1,0,0
12281,56,1,0,1,0,0
430,47,1,0,0,0,0
2383,49,0,0,1,0,1
17166,36,0,0,0,0,0
17311,38,1,0,1,0,0
16851,30,1,0,0,0,1
15843,33,1,0,1,0,0
18729,36,1,0,1,0,0
2119,55,1,0,0,0,0
1912,33,1,0,1,1,0
25920,41,0,0,0,0,0
19955,50,1,0,1,0,0
30450,29,0,0,0,1,0
19753,29,0,0,0,0,0
6847,53,1,0,0,0,0
6428,43,1,0,1,0,0
23652,56,0,0,0,0,0
4308,35,1,0,0,0,0
3208,39,0,0,0,0,0
9902,34,0,0,0,1,1
28099,30,0,0,0,0,0
15237,35,0,0,0,0,0
5226,49,0,0,0,0,0
12414,36,0,0,0,0,0
11769,26,1,0,1,0,0
11776,38,1,0,0,0,0
10445,22,0,0,0,0,0
9791,34,0,0,1,0,0
25668,35,1,0,1,0,0
4305,33,1,0,0,0,0
4457,31,1,0,0,0,0
15873,58,1,0,1,0,0
31447,30,0,0,0,1,0
6395,25,0,0,1,0,0
7220,34,1,0,0,0,0
9737,32,0,0,1,0,0
18866,37,1,0,1,0,0
17598,47,1,0,1,0,0
30998,18,0,0,1,1,0
7514,53,1,0,0,0,0
21967,34,1,0,1,0,1
21424,41,1,0,0,0,0
9477,26,0,0,0,0,1
13581,33,0,0,0,0,0
24447,54,0,0,1,0,0
24660,31,0,0,0,0,0
27741,58,1,0,0,1,0
16095,50,1,0,0,0,0
4968,44,1,0,0,0,0
21221,27,0,0,1,0,0
24854,38,1,0,1,1,0
2213,38,0,0,0,0,0
11579,57,1,0,1,0,0
8650,41,1,0,0,1,0
31662,50,0,0,1,0,1
27430,53,1,0,0,1,1
14592,39,0,0,1,0,0
17024,43,1,0,0,0,0
15554,33,1,0,1,0,1
22315,64,1,0,0,1,1
14725,29,0,0,1,0,0
31144,21,0,0,1,0,0
16214,43,1,0,0,0,0
13559,30,0,0,1,0,1
26378,31,1,0,0,0,0
24632,33,1,0,0,1,0
21948,37,0,0,1,0,1
24739,40,0,0,1,0,0
4667,41,1,0,0,0,0
17183,56,1,0,1,0,0
27543,44,1,0,0,0,1
26283,29,1,0,1,0,1
742,43,1,0,0,0,0
22757,45,0,0,1,0,0
26107,35,1,0,1,0,1
27530,32,0,0,1,0,0
25578,32,0,0,0,0,0
23612,43,1,0,0,0,0
6216,35,1,0,0,0,0
20468,66,0,0,1,0,0
23933,37,1,0,1,0,0
24717,35,0,0,1,0,0
15063,59,1,0,1,0,0
27182,24,0,0,0,0,0
18192,34,1,0,1,1,0
9778,42,1,0,0,0,1
28875,50,1,0,1,0,1
5880,27,0,0,0,1,0
10600,43,1,0,0,0,1
15548,37,1,0,1,0,0
20631,30,0,0,1,0,0
12480,40,0,0,1,0,1
19869,53,1,0,0,0,0
29567,34,0,0,0,1,1
11099,27,0,0,1,1,0
22888,32,0,0,0,0,0
27097,45,1,0,0,0,1
23831,38,1,0,0,0,0
13977,30,1,0,1,0,0
14412,35,1,0,0,1,0
18195,36,1,0,0,0,0
13469,56,1,0,1,0,0
25473,33,0,0,1,1,0
7893,46,1,0,0,1,0
19691,47,1,0,1,0,0
30962,27,0,0,0,0,1
10261,32,0,0,1,0,0
29384,24,1,0,1,0,1
6538,36,1,0,0,0,0
24967,35,0,0,0,0,0
214,50,0,0,0,1,0
15904,42,0,0,0,0,0
16987,42,1,0,0,0,0
16461,32,1,0,1,0,0
22529,39,0,0,0,1,0
8589,30,0,0,1,0,0
29603,94,1,0,0,0,0
24807,34,0,0,1,0,0
6267,37,1,0,0,0,0
6169,49,1,0,0,0,0
8310,28,0,0,0,0,0
6909,40,1,0,1,0,0
11300,29,1,0,1,0,0
9058,27,0,0,1,0,0
20481,45,1,0,1,0,0
27187,34,1,0,1,0,0
16011,38,1,0,1,0,1
532,50,1,0,1,1,0
24608,39,0,0,1,0,0
8372,50,1,0,1,0,0
13315,45,1,0,0,0,0
4410,56,1,0,1,0,0
22019,85,1,0,0,0,0
5138,40,0,0,1,0,1
10790,44,0,0,0,0,0
2320,39,0,0,0,0,0
1118,36,0,0,0,0,0
26124,33,1,0,1,0,0
1023,29,0,0,0,0,0
19570,49,1,0,1,0,0
23572,42,0,0,0,0,0
16844,45,0,0,1,0,1
18686,36,0,0,0,0,0
8049,32,0,0,1,0,0
8494,31,0,0,1,0,0
3448,27,1,0,0,0,0
26506,21,0,0,1,0,0
19424,42,0,0,0,0,0
29407,25,0,0,0,0,0
20036,34,1,0,0,0,1
10562,26,0,0,0,0,1
24315,31,0,0,0,0,0
26068,44,0,0,1,0,0
12184,43,0,0,1,0,0
29816,31,0,0,1,0,1
27365,35,0,0,1,0,0
13290,47,1,0,1,0,0
1377,42,1,0,0,0,0
13670,36,1,0,1,0,0
13823,36,1,0,1,0,0
24274,36,1,0,1,0,0
6870,26,1,0,1,0,0
20442,57,1,0,1,0,0
28154,36,0,0,0,1,1
30935,63,1,0,0,0,0
14563,32,1,0,0,0,0
11513,43,0,0,0,0,0
21938,52,1,0,1,0,1
8721,43,0,0,1,0,0
6921,25,0,0,0,0,0
22094,41,1,0,0,0,1
5464,35,1,0,1,0,0
31233,47,1,0,0,0,0
25178,30,1,0,0,0,0
30338,50,1,0,0,0,1
25651,46,1,0,1,0,0
16111,45,1,0,0,0,0
30204,34,1,0,1,0,0
18750,38,0,0,1,0,0
3707,39,0,0,1,0,0
5135,41,1,0,0,0,0
23996,52,1,0,1,1,0
23183,34,1,0,1,0,0
13524,42,1,0,1,0,0
23156,35,1,0,1,0,0
18116,41,0,0,1,0,0
3876,31,0,0,1,1,0
3096,35,1,0,0,0,0
23118,42,1,0,0,0,0
10746,48,0,0,1,0,0
2622,31,1,0,1,0,0
9165,25,0,0,0,0,0
25489,26,0,0,1,0,0
13415,35,0,0,0,0,0
16815,32,1,0,0,0,1
28258,28,0,0,0,1,0
13707,38,0,0,1,0,0
1426,56,1,0,1,0,0
28188,36,0,0,1,0,0
27646,50,1,0,1,0,0
2507,48,0,0,1,0,0
462,48,1,0,1,0,0
26926,25,0,0,1,0,0
15079,32,1,0,1,1,0
9237,44,1,0,1,0,0
14834,33,0,0,0,0,0
401,45,0,0,1,0,0
28427,35,1,0,1,0,1
4339,47,1,0,1,0,0
28828,46,0,0,0,0,1
4739,40,0,0,1,0,1
12216,45,1,0,0,0,0
22763,33,1,0,0,0,0
19027,35,1,0,1,0,0
29310,64,1,0,1,0,0
7475,34,1,0,0,0,0
21329,36,0,0,1,0,0
13538,52,1,0,1,0,0
31082,35,1,0,1,1,0
1406,32,0,0,0,0,0
5377,44,1,0,0,0,0
762,46,0,0,1,0,1
20489,36,0,0,0,1,0
20589,38,0,0,1,0,1
23103,30,0,0,0,0,0
16264,31,1,0,0,0,0
16036,59,1,0,1,0,0
26479,46,0,0,0,0,0
16613,43,1,0,1,0,0
13498,30,1,0,0,0,0
27124,36,1,0,0,1,1
27181,52,0,0,1,0,0
25778,38,0,0,1,0,0
15755,30,0,0,1,0,0
9250,28,0,0,0,0,0
4884,36,0,0,0,0,0
14668,35,0,0,1,1,0
17037,42,1,0,0,0,0
28149,62,1,0,1,1,0
25980,25,0,0,1,0,0
9125,27,0,0,0,0,0
16151,44,1,0,0,0,0
9816,32,0,0,1,0,0
17547,52,1,0,1,0,0
23677,39,1,0,1,0,0
16942,54,1,0,1,0,0
621,35,0,0,0,0,0
12202,35,0,0,0,0,0
26776,34,1,0,1,0,1
6271,30,1,0,0,0,0
18634,32,1,0,0,1,0
7790,43,1,0,0,0,0
12114,39,0,0,0,0,0
28123,35,1,0,0,1,1
14741,33,0,0,1,1,0
23997,32,0,0,1,0,0
29008,35,1,0,1,0,0
9534,29,0,0,1,0,0
26446,31,0,0,0,0,0
2266,46,0,0,0,0,0
17475,35,1,0,0,0,0
26804,35,1,0,1,0,0
17435,41,0,0,1,0,0
1786,39,0,0,0,1,0
9541,23,0,0,0,1,0
15249,41,0,0,1,0,0
6280,32,0,0,0,1,0
1923,37,0,0,1,0,0
19121,31,1,0,0,0,0
7826,50,1,0,1,0,0
16245,37,1,0,1,0,0
14959,31,1,0,0,1,0
30003,28,0,0,0,0,0
29143,30,0,0,1,0,1
5070,32,0,0,0,0,0
21702,59,1,0,1,0,0
24979,42,0,0,1,1,0
10968,39,1,0,0,0,0
16919,42,0,0,0,0,0
21021,47,0,0,0,0,0
26743,34,1,0,1,0,0
24327,44,1,0,1,0,0
3578,39,1,0,1,0,1
15394,34,1,0,1,0,0
30470,28,1,0,0,1,1
23457,37,1,0,1,0,0
23218,31,0,0,1,0,0
3874,37,0,0,0,0,0
29586,35,1,0,0,0,0
14884,33,0,0,1,1,0
4235,30,0,0,0,0,0
25011,29,1,0,0,0,0
18363,33,1,0,1,1,0
25465,39,1,0,0,1,0
16817,40,1,0,1,0,1
22221,48,0,0,1,0,1
5164,26,0,0,0,0,0
14452,29,0,0,0,0,0
2331,41,0,0,1,0,0
21570,41,1,0,1,1,0
20433,37,1,0,1,0,1
20554,31,1,0,0,1,0
11526,57,1,0,1,0,0
1731,55,1,0,1,0,0
13260,42,1,0,1,0,0
8318,41,0,0,0,0,0
1331,37,1,0,1,0,0
17652,48,1,0,1,0,0
3463,43,0,0,0,0,0
2129,42,1,0,0,0,0
29026,40,1,0,1,0,1
2153,31,0,0,1,0,0
22792,37,1,0,0,0,0
26468,32,1,0,1,0,0
13512,33,1,0,1,0,0
5191,44,1,0,0,0,0
4679,29,0,0,0,0,0
13634,32,1,0,0,0,0
26443,25,0,0,0,0,0
26168,41,1,0,1,0,0
11081,44,1,0,0,0,0
7030,34,1,0,1,1,0
15080,32,1,0,0,0,0
3525,32,0,0,0,0,0
12798,59,1,0,0,0,0
14459,31,1,0,1,0,0
24961,34,1,0,1,0,0
4475,41,0,0,0,0,0
27760,60,1,0,1,0,1
3725,28,0,0,0,0,0
10039,37,0,0,1,0,0
13366,31,0,0,1,1,0
18132,33,1,0,1,0,0
14876,47,1,0,1,0,0
7725,41,1,0,0,0,0
8886,31,1,0,1,0,1
28573,31,0,0,0,0,1
19722,40,0,0,0,0,0
747,48,1,0,1,0,0
6730,42,1,0,0,0,0
8873,34,0,0,1,0,0
21666,75,0,0,0,0,1
21885,36,1,0,1,0,0
7652,25,1,0,1,0,0
6526,41,0,0,1,1,0
2858,42,1,0,1,0,0
11570,29,0,0,0,0,0
16768,29,0,0,1,0,0
11177,24,0,0,1,0,0
28870,35,1,0,1,0,0
25312,28,1,0,0,1,0
13542,52,0,0,1,0,0
12111,43,1,0,0,0,0
24482,35,1,0,0,0,1
17190,46,1,0,1,0,0
2932,32,1,0,1,0,0
34,54,1,0,0,0,0
14378,31,0,0,1,0,0
29701,64,1,0,0,0,0
28302,48,0,0,0,0,0
11524,46,1,0,1,1,0
21547,37,1,0,1,0,0
29003,37,1,0,1,0,1
19742,52,1,0,0,0,0
1487,38,1,0,1,0,0
6826,41,1,0,1,0,0
5746,25,0,0,0,0,1
15532,30,0,0,0,0,0
16404,40,0,0,0,0,0
21210,45,1,0,0,1,0
16808,48,1,0,0,0,1
3318,54,1,0,0,0,0
843,37,0,0,1,0,0
28832,37,1,0,1,0,1
5545,28,0,0,0,0,0
26216,49,1,0,0,0,0
29248,80,0,0,1,0,1
9434,27,1,0,1,0,0
6481,37,0,0,1,0,0
23217,35,0,0,1,0,0
8029,29,0,0,1,0,0
12542,41,0,0,0,0,0
359,46,1,0,0,0,0
5825,44,0,0,0,0,0
16637,33,0,0,0,0,0
6020,23,1,0,0,1,0
6138,42,1,0,0,0,0
18911,32,1,0,0,0,0
7916,56,1,0,0,1,1
4794,25,0,0,0,0,0
17559,48,1,0,1,0,0
13756,42,1,0,0,0,1
9620,51,1,0,0,1,0
9089,25,0,0,1,0,0
22729,29,0,0,0,0,0
20328,39,0,0,1,0,0
23557,29,1,0,1,0,0
18718,37,1,0,1,0,0
19516,29,0,0,1,1,0
20867,32,1,0,1,0,0
20275,30,0,0,1,0,0
3246,36,1,0,1,0,0
4413,35,1,0,0,0,0
13588,31,1,0,0,1,0
27382,53,1,0,1,0,0
13902,36,1,0,0,0,0
11740,55,1,0,0,0,0
10305,50,0,0,1,0,0
2157,53,1,0,0,0,0
8663,30,1,0,1,0,0
243,22,0,0,1,0,0
4206,41,1,0,0,0,0
8944,29,0,0,1,0,0
19594,31,0,0,1,0,0
10671,53,1,0,0,0,0
30831,35,1,0,1,0,0
15824,33,1,0,0,0,0
21648,47,1,0,0,0,0
24382,45,0,0,1,0,0
16695,42,1,0,0,0,0
22840,44,0,0,1,0,0
15022,56,1,0,1,0,0
10697,44,0,0,0,0,0
17404,53,0,0,1,0,0
12139,52,1,0,0,1,0
29771,59,1,0,0,0,0
10811,37,0,0,1,0,0
1635,36,1,0,0,1,0
31621,25,0,0,1,0,0
2842,40,1,0,0,0,0
11443,39,0,0,0,1,0
29700,64,1,0,0,0,1
7223,56,1,0,0,0,0
4520,33,0,0,0,0,0
15035,30,0,0,1,0,0
1981,28,1,0,1,1,0
18766,44,0,0,1,0,0
6133,35,1,0,0,0,0
1715,42,0,0,1,0,0
12417,31,1,0,1,0,1
8832,54,1,0,1,0,0
27940,56,1,0,1,0,0
25571,28,1,0,1,0,0
8596,31,0,0,1,0,0
24020,54,1,0,1,0,0
30134,80,0,0,1,0,1
8941,30,1,0,1,0,0
936,53,1,0,1,0,0
20916,47,1,0,1,0,0
25564,24,0,0,1,0,0
1791,38,1,0,0,0,0
7886,27,0,0,0,0,0
31691,36,0,0,1,0,1
20387,37,1,0,1,0,0
25676,36,1,0,1,1,0
18150,36,1,0,1,0,0
8030,30,0,0,0,0,0
8763,52,1,0,1,0,0
17134,51,1,0,0,0,0
11420,40,0,0,0,0,0
26775,56,1,0,0,1,0
31606,33,0,0,1,0,1
26863,29,1,0,0,0,0
2884,28,0,0,1,0,0
26264,29,0,0,0,0,0
25762,30,0,0,1,0,0
8409,25,1,0,0,0,0
23489,29,1,0,1,0,1
17686,33,0,0,0,0,0
29208,31,1,0,1,0,1
22036,33,0,0,1,0,1
1078,31,1,0,0,0,0
28723,49,1,0,0,0,1
12578,29,1,0,0,0,0
2476,30,1,0,1,0,0
29049,33,0,0,1,0,1
26608,52,0,0,1,0,0
6835,25,0,0,1,1,0
9544,31,1,0,1,0,1
31149,31,0,0,0,0,0
27414,32,0,0,1,0,1
14726,29,1,0,1,0,0
16791,41,1,0,1,0,0
12023,43,1,0,1,1,0
16432,32,0,0,1,0,0
971,25,0,0,0,0,0
26714,57,1,0,1,0,1
29321,45,1,0,1,0,1
30417,47,0,0,1,0,0
5414,43,0,0,1,0,0
5929,41,1,0,0,0,0
1536,45,1,0,0,0,0
10881,27,0,0,0,0,0
12099,55,0,0,1,1,0
11857,49,1,0,1,0,0
3160,31,1,0,0,0,0
19808,56,1,0,0,0,0
26748,36,1,0,1,1,0
6933,50,0,0,0,0,0
2754,35,1,0,1,1,0
22234,30,0,0,0,0,0
23512,35,1,0,1,0,0
3833,47,1,0,0,0,0
29260,48,1,0,0,0,1
30372,46,1,0,1,0,1
516,27,0,0,1,0,0
6551,31,0,0,1,0,0
14734,30,1,0,1,0,0
20459,57,1,0,1,0,0
17869,46,1,0,1,0,0
28612,31,1,0,1,1,1
12927,58,1,0,0,0,0
14926,40,1,0,1,0,0
15571,47,1,0,0,0,0
28506,64,1,0,0,0,1
12030,60,0,0,0,0,0
7405,42,0,0,0,0,0
5384,39,1,0,0,0,0
25252,29,0,0,1,1,0
2425,48,0,0,0,1,0
20784,32,0,0,1,0,0
7627,32,0,0,1,0,0
9162,31,1,0,0,0,0
26055,36,1,0,0,0,0
7406,48,0,0,1,0,0
10944,24,0,0,0,0,0
5570,46,1,0,0,0,0
3899,39,1,0,1,0,0
13857,45,1,0,0,0,0
8158,36,1,0,0,0,0
22560,34,1,0,0,0,0
23278,41,1,0,1,0,0
216,36,0,0,1,1,0
6362,54,0,0,0,0,0
1655,35,1,0,1,0,0
9897,36,0,0,0,1,0
9750,44,0,0,0,0,1
15291,34,0,0,1,0,0
27107,44,1,0,0,0,0
9564,35,1,0,0,0,0
5731,31,1,0,0,0,0
6503,40,0,0,1,0,0
19606,32,0,0,0,0,0
24008,34,0,0,1,0,0
14081,52,1,0,1,0,0
25872,40,0,0,1,0,0
16556,30,0,0,0,0,0
13625,40,0,0,1,1,0
26157,30,0,0,1,0,0
6202,47,1,0,1,0,0
29780,35,0,0,0,0,1
14077,33,1,0,0,0,0
28264,35,0,0,0,1,0
16845,31,1,0,1,0,1
13344,42,0,0,0,0,0
27658,44,0,0,1,0,0
9574,31,1,0,0,0,0
12079,33,1,0,1,0,0
14305,31,1,0,1,0,0
15319,29,0,0,1,1,0
21866,38,0,0,1,0,0
22147,51,1,0,1,1,1
3184,35,1,0,0,0,0
15283,55,1,0,0,0,0
27466,31,1,0,1,0,1
19185,35,0,0,1,0,0
25911,39,0,0,1,0,0
22772,44,1,0,1,0,0
22982,38,1,0,1,0,0
25037,53,1,0,1,0,0
26300,26,1,0,1,0,0
11807,43,1,0,0,1,0
6484,35,0,0,0,0,0
14921,52,0,0,1,0,0
9570,35,0,0,1,0,0
14800,33,0,0,1,0,0
11603,22,1,0,1,0,0
2710,31,1,0,0,0,0
10519,43,1,0,0,0,0
27706,36,0,0,1,0,0
22124,32,1,0,1,0,1
13816,35,1,0,0,0,0
17151,33,0,0,0,0,0
10493,35,1,0,0,0,0
12049,50,0,0,0,1,0
15413,39,1,0,0,0,0
